bioguide_id,birthday,chamber,contact_form,crp_id,district,fax,fec_ids,first_name,gender,govtrack_id,in_office,last_name,leadership_role,middle_name,name_suffix,nickname,oc_email,ocd_id,office,party,phone,state,state_name,term_end,term_start,thomas_id,title,votesmart_id,website
S001157,1945-06-27,house,None,N00024871,13,202-225-4628,H2GA13012,David,M,400363,True,Scott,None,None,None,None,Rep.Davidscott@opencongress.org,ocd-division/country:us/state:ga/cd:13,225 Cannon House Office Building,D,202-225-2939,GA,Georgia,2019-01-03,2017-01-03,01722,Rep,7826,http://davidscott.house.gov
S001189,1969-12-10,house,None,N00032457,8,202-225-3013,H0GA08099,Austin,M,412417,True,Scott,None,None,None,None,Rep.Austinscott@opencongress.org,ocd-division/country:us/state:ga/cd:8,2417 Rayburn House Office Building,R,202-225-6531,GA,Georgia,2019-01-03,2017-01-03,02009,Rep,11812,https://austinscott.house.gov
S001183,1962-03-03,house,None,N00006460,6,202-225-0096,H4AZ06045;H8AZ05097,David,M,412399,True,Schweikert,None,None,None,None,Rep.Schweikert@opencongress.org,ocd-division/country:us/state:az/cd:6,2059 Rayburn House Office Building,R,202-225-2190,AZ,Arizona,2019-01-03,2017-01-03,01994,Rep,106387,https://schweikert.house.gov
S000148,1950-11-23,senate,https://www.schumer.senate.gov/contact/email-chuck,N00001093,None,202-228-3027,S8NY00082;H0NY16010,Charles,M,300087,True,Schumer,Minority Leader,E.,None,Chuck,Sen.Schumer@opencongress.org,ocd-division/country:us/state:ny,322 Hart Senate Office Building,D,202-224-6542,NY,New York,2023-01-03,2017-01-03,01036,Sen,26976,https://www.schumer.senate.gov
S001180,1951-10-19,house,None,N00030071,5,202-225-5699,H8OR05107,Kurt,M,412315,True,Schrader,None,None,None,None,Rep.Schrader@opencongress.org,ocd-division/country:us/state:or/cd:5,2431 Rayburn House Office Building,D,202-225-5711,OR,Oregon,2019-01-03,2017-01-10,01950,Rep,10813,http://schrader.house.gov
S001150,1960-06-22,house,None,N00009585,28,202-225-5828,H0CA27085,Adam,M,400361,True,Schiff,None,B.,None,None,Rep.Schiff@opencongress.org,ocd-division/country:us/state:ca/cd:28,2372 Rayburn House Office Building,D,202-225-4176,CA,California,2019-01-03,2017-01-03,01635,Rep,9489,http://schiff.house.gov
S001145,1944-05-26,house,None,N00004724,9,202-226-6890,H8IL09067,Janice,F,400360,True,Schakowsky,None,D.,None,Jan,Rep.Schakowsky@opencongress.org,ocd-division/country:us/state:il/cd:9,2367 Rayburn House Office Building,D,202-225-2111,IL,Illinois,2019-01-03,2017-01-03,01588,Rep,6387,https://schakowsky.house.gov
S001176,1965-10-06,house,None,N00009660,1,202-226-0386,H0LA01087,Steve,M,412261,True,Scalise,Majority Whip,Joseph,None,None,Rep.Scalise@opencongress.org,ocd-division/country:us/state:la/cd:1,2338 Rayburn House Office Building,R,202-225-3015,LA,Louisiana,2019-01-03,2017-01-03,01892,Rep,9026,http://scalise.house.gov
S001168,1962-05-22,house,None,N00027751,3,202-225-9219,H6MD03292,John,M,412212,True,Sarbanes,None,P.,None,None,Rep.Sarbanes@opencongress.org,ocd-division/country:us/state:md/cd:3,2444 Rayburn House Office Building,D,202-225-4016,MD,Maryland,2019-01-03,2017-01-03,01854,Rep,66575,https://sarbanes.house.gov
S001177,1955-01-19,house,None,N00030418,0,202-226-4249,H8MP00041,Gregorio,M,412312,True,Sablan,None,Kilili Camacho,None,None,Rep.Sablan@opencongress.org,ocd-division/country:us/territory:mp,2411 Rayburn House Office Building,D,202-225-2646,MP,Northern Mariana Islands,2019-01-03,2017-01-03,01962,Del,110903,http://sablan.house.gov
R000577,1973-07-16,house,None,N00025280,13,202-225-3719,H2OH17109,Tim,M,400352,True,Ryan,None,J.,None,None,Rep.Timryan@opencongress.org,ocd-division/country:us/state:oh/cd:13,1126 Longworth House Office Building,D,202-225-5261,OH,Ohio,2019-01-03,2017-01-03,01756,Rep,45638,http://timryan.house.gov
R000570,1970-01-29,house,None,N00004357,1,202-225-3393,H8WI01024,Paul,M,400351,True,Ryan,Speaker,D.,None,None,Rep.Paulryan@opencongress.org,ocd-division/country:us/state:wi/cd:1,1233 Longworth House Office Building,R,202-225-3031,WI,Wisconsin,2019-01-03,2017-01-03,01560,Rep,26344,http://paulryan.house.gov
R000515,1946-11-23,house,None,N00004887,1,202-226-0333,H2IL01042,Bobby,M,400350,True,Rush,None,L.,None,None,Rep.Rush@opencongress.org,ocd-division/country:us/state:il/cd:1,2188 Rayburn House Office Building,D,202-225-4372,IL,Illinois,2019-01-03,2017-01-03,01003,Rep,26831,http://rush.house.gov
R000576,1946-01-31,house,None,N00025482,2,202-225-3094,H2MD02160,C.,M,400349,True,Ruppersberger,None,A. Dutch,None,None,Rep.Ruppersberger@opencongress.org,ocd-division/country:us/state:md/cd:2,2416 Rayburn House Office Building,D,202-225-3061,MD,Maryland,2019-01-03,2017-01-03,01728,Rep,36130,http://ruppersberger.house.gov
R000595,1971-05-28,senate,http://www.rubio.senate.gov/public/index.cfm/contact,N00030612,None,202-228-0285,S0FL00338,Marco,M,412491,True,Rubio,None,None,None,None,Sen.Rubio@opencongress.org,ocd-division/country:us/state:fl,284 Russell Senate Office Building,R,202-224-3041,FL,Florida,2023-01-03,2017-01-03,02084,Sen,1601,https://www.rubio.senate.gov
R000487,1951-10-12,house,None,N00008264,39,202-226-0335,H6CA39020,Edward,M,400348,True,Royce,None,R.,None,Ed,Rep.Royce@opencongress.org,ocd-division/country:us/state:ca/cd:39,2310 Rayburn House Office Building,R,202-225-4111,CA,California,2019-01-03,2017-01-03,00998,Rep,26772,http://royce.house.gov
R000486,1941-06-12,house,None,N00006671,40,202-226-0350,H2CA33048,Lucille,F,400347,True,Roybal-Allard,None,None,None,None,Rep.Roybal-allard@opencongress.org,ocd-division/country:us/state:ca/cd:40,2083 Rayburn House Office Building,D,202-225-1766,CA,California,2019-01-03,2017-01-03,00997,Rep,26766,http://roybal-allard.house.gov
R000593,1959-10-18,house,None,N00030645,15,202-226-0585,H0FL12101,Dennis,M,412411,True,Ross,None,A.,None,None,Rep.Dennisross@opencongress.org,ocd-division/country:us/state:fl/cd:15,436 Cannon House Office Building,R,202-225-1252,FL,Florida,2019-01-03,2017-01-03,02003,Rep,12813,http://dennisross.house.gov
R000580,1961-09-13,house,None,N00004719,6,202-225-1166,H6IL06117;H8IL13051,Peter,M,412202,True,Roskam,None,J.,None,None,Rep.Roskam@opencongress.org,ocd-division/country:us/state:il/cd:6,2246 Rayburn House Office Building,R,202-225-4561,IL,Illinois,2019-01-03,2017-01-03,01848,Rep,6382,https://roskam.house.gov
R000435,1952-07-15,house,None,N00002858,27,202-225-5620,H0FL18025,Ileana,F,400344,True,Ros-Lehtinen,None,None,None,None,Rep.Ros-lehtinen@opencongress.org,ocd-division/country:us/state:fl/cd:27,2206 Rayburn House Office Building,R,202-225-3931,FL,Florida,2019-01-03,2017-01-03,00985,Rep,26815,http://ros-lehtinen.house.gov
R000583,1970-11-21,house,None,N00029018,17,202-225-3132,H8FL16022,Thomas,M,412311,True,Rooney,None,J.,None,None,Rep.Rooney@opencongress.org,ocd-division/country:us/state:fl/cd:17,2160 Rayburn House Office Building,R,202-225-5792,FL,Florida,2019-01-03,2017-01-03,01916,Rep,107800,https://rooney.house.gov
R000592,1970-02-09,house,None,N00031741,4,202-226-0544,H0IN04170,Todd,M,412426,True,Rokita,None,None,None,None,Rep.Rokita@opencongress.org,ocd-division/country:us/state:in/cd:4,2439 Rayburn House Office Building,R,202-225-5037,IN,Indiana,2019-01-03,2017-01-03,02017,Rep,34167,http://rokita.house.gov
R000409,1947-06-21,house,None,N00007151,48,202-225-0145,H8CA42061,Dana,M,400343,True,Rohrabacher,None,T.,None,None,Rep.Rohrabacher@opencongress.org,ocd-division/country:us/state:ca/cd:48,2300 Rayburn House Office Building,R,202-225-2415,CA,California,2019-01-03,2017-01-03,00979,Rep,26763,https://rohrabacher.house.gov
R000575,1958-07-16,house,None,N00024759,3,202-226-8485,H2AL03032,Mike,M,400341,True,Rogers,None,None,None,None,Rep.Mikerogers@opencongress.org,ocd-division/country:us/state:al/cd:3,2184 Rayburn House Office Building,R,202-225-3261,AL,Alabama,2019-01-03,2017-01-03,01704,Rep,5705,https://mikerogers.house.gov
R000395,1937-12-31,house,None,N00003473,5,202-225-0940,H0KY05015,Harold,M,400340,True,Rogers,None,None,None,Hal,Rep.Halrogers@opencongress.org,ocd-division/country:us/state:ky/cd:5,2406 Rayburn House Office Building,R,202-225-4601,KY,Kentucky,2019-01-03,2017-01-03,00977,Rep,26875,http://halrogers.house.gov
R000582,1945-07-21,house,None,N00028463,1,202-225-6356,H6TN01388,David,M,412310,True,Roe,None,P.,None,Phil,Rep.Roe@opencongress.org,ocd-division/country:us/state:tn/cd:1,336 Cannon House Office Building,R,202-225-6356,TN,Tennessee,2019-01-03,2017-01-03,01954,Rep,65306,http://roe.house.gov
R000591,1976-07-27,house,None,N00030768,2,202-225-8913,H0AL02087,Martha,F,412394,True,Roby,None,None,None,None,Rep.Roby@opencongress.org,ocd-division/country:us/state:al/cd:2,442 Cannon House Office Building,R,202-225-2901,AL,Alabama,2019-01-03,2017-01-03,01986,Rep,71604,http://roby.house.gov
R000588,1973-09-13,house,None,N00030184,2,202-225-1988,H8LA02054,Cedric,M,412432,True,Richmond,None,L.,None,None,Rep.Richmond@opencongress.org,ocd-division/country:us/state:la/cd:2,420 Cannon House Office Building,D,202-225-6636,LA,Louisiana,2019-01-03,2017-01-03,02023,Rep,35384,https://richmond.house.gov
R000586,1958-12-03,house,None,N00031127,16,202-225-3059,H0OH16097,James,M,412462,True,Renacci,None,B.,None,None,Rep.Renacci@opencongress.org,ocd-division/country:us/state:oh/cd:16,328 Cannon House Office Building,R,202-225-3876,OH,Ohio,2019-01-03,2017-01-03,02048,Rep,120678,https://renacci.house.gov
R000578,1950-08-29,house,None,N00026885,8,202-225-4282,H4WA08071,David,M,400660,True,Reichert,None,G.,None,None,Rep.Reichert@opencongress.org,ocd-division/country:us/state:wa/cd:8,1127 Longworth House Office Building,R,202-225-7761,WA,Washington,2019-01-03,2017-01-03,01810,Rep,51346,http://reichert.house.gov
R000585,1971-11-18,house,None,N00030949,23,202-226-6599,H0NY29054,Tom,M,412393,True,Reed,None,W.,II,None,Rep.Reed@opencongress.org,ocd-division/country:us/state:ny/cd:23,2437 Rayburn House Office Building,R,202-225-3161,NY,New York,2019-01-03,2017-01-03,01982,Rep,127046,https://reed.house.gov
Q000023,1958-10-17,house,None,N00030581,5,202-225-5603,H0IL05096,Mike,M,412331,True,Quigley,None,None,None,None,Rep.Quigley@opencongress.org,ocd-division/country:us/state:il/cd:5,2458 Rayburn House Office Building,D,202-225-4061,IL,Illinois,2019-01-03,2017-01-03,01967,Rep,83310,https://quigley.house.gov
P000523,1940-08-17,house,None,N00002260,4,202-225-2014,H6NC04037,David,M,400326,True,Price,None,E.,None,None,Rep.Price@opencongress.org,ocd-division/country:us/state:nc/cd:4,2108 Rayburn House Office Building,D,202-225-1784,NC,North Carolina,2019-01-03,2017-01-03,00930,Rep,119,https://price.house.gov
P000599,1947-12-18,house,None,N00029662,8,202-225-3516,H8FL15107,Bill,M,412309,True,Posey,None,None,None,None,Rep.Posey@opencongress.org,ocd-division/country:us/state:fl/cd:8,2150 Rayburn House Office Building,R,202-225-3671,FL,Florida,2019-01-03,2017-01-03,01915,Rep,24280,http://posey.house.gov
P000449,1955-12-19,senate,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,N00003682,None,None,S0OH00133;H4OH02032,Robert,M,400325,True,Portman,None,J.,None,Rob,Sen.Portman@opencongress.org,ocd-division/country:us/state:oh,448 Russell Senate Office Building,R,202-224-3353,OH,Ohio,2023-01-03,2017-01-03,00924,Sen,27008,https://www.portman.senate.gov
P000598,1975-05-12,house,None,N00029127,2,202-226-7840,H8CO02137,Jared,M,412308,True,Polis,None,None,None,None,Rep.Polis@opencongress.org,ocd-division/country:us/state:co/cd:2,1727 Longworth House Office Building,D,202-225-2161,CO,Colorado,2019-01-03,2017-01-03,01910,Rep,106220,http://polis.house.gov
P000592,1948-09-10,house,None,N00026457,2,202-225-5547,H4TX02108,Ted,M,400652,True,Poe,None,None,None,None,Rep.Poe@opencongress.org,ocd-division/country:us/state:tx/cd:2,2132 Rayburn House Office Building,R,202-225-6565,TX,Texas,2019-01-03,2017-01-03,01802,Rep,49198,https://poe.house.gov
P000597,1955-04-02,house,None,N00013817,1,202-225-5590,H8ME01120;S0ME00038,Chellie,F,412307,True,Pingree,None,None,None,None,Rep.Pingree@opencongress.org,ocd-division/country:us/state:me/cd:1,2162 Rayburn House Office Building,D,202-225-6116,ME,Maine,2019-01-03,2017-01-03,01927,Rep,6586,https://pingree.house.gov
P000258,1944-06-29,house,None,N00004558,7,202-225-1593,H2MN07014,Collin,M,400316,True,Peterson,None,Clark,None,None,Rep.Collinpeterson@opencongress.org,ocd-division/country:us/state:mn/cd:7,2204 Rayburn House Office Building,D,202-225-2165,MN,Minnesota,2019-01-03,2017-01-03,00910,Rep,26926,http://collinpeterson.house.gov
P000595,1958-12-01,senate,https://www.peters.senate.gov/contact/email-gary,N00029277,None,202-226-2356,H8MI09068;S4MI00355,Gary,M,412305,True,Peters,None,C.,None,None,Sen.Peters@opencongress.org,ocd-division/country:us/state:mi,724 Hart Senate Office Building,D,202-224-6221,MI,Michigan,2021-01-03,2015-01-06,01929,Sen,8749,https://www.peters.senate.gov
P000593,1953-05-01,house,None,N00027510,7,202-225-5278,H6CO07023,Ed,M,412192,True,Perlmutter,None,None,None,None,Rep.Perlmutter@opencongress.org,ocd-division/country:us/state:co/cd:7,1410 Longworth House Office Building,D,202-225-2645,CO,Colorado,2019-01-03,2017-01-03,01835,Rep,2653,https://perlmutter.house.gov
P000197,1940-03-26,house,None,N00007360,12,202-225-8259,H8CA05035,Nancy,F,400314,True,Pelosi,Minority Leader,None,None,None,Rep.Pelosi@opencongress.org,ocd-division/country:us/state:ca/cd:12,233 Cannon House Office Building,D,202-225-4965,CA,California,2019-01-03,2017-01-03,00905,Rep,26732,http://pelosi.house.gov
P000588,1947-08-24,house,None,N00012672,2,None,H2NM02126;S0NM00041,Stevan,M,400313,True,Pearce,None,E.,None,Steve,Rep.Pearce@opencongress.org,ocd-division/country:us/state:nm/cd:2,2432 Rayburn House Office Building,R,202-225-2365,NM,New Mexico,2019-01-03,2017-01-03,01738,Rep,10655,http://pearce.house.gov
P000594,1965-05-14,house,None,N00029391,3,202-225-6351,H8MN03077,Erik,M,412303,True,Paulsen,None,None,None,None,Rep.Paulsen@opencongress.org,ocd-division/country:us/state:mn/cd:3,127 Cannon House Office Building,R,202-225-2871,MN,Minnesota,2019-01-03,2017-01-03,01930,Rep,3833,https://paulsen.house.gov
P000603,1963-01-07,senate,https://www.paul.senate.gov/connect/email-rand,N00030836,None,202-228-1373,S0KY00156,Rand,M,412492,True,Paul,None,None,None,None,Sen.Paul@opencongress.org,ocd-division/country:us/state:ky,167 Russell Senate Office Building,R,202-224-4343,KY,Kentucky,2023-01-03,2017-01-03,02082,Sen,117285,https://www.paul.senate.gov
P000096,1937-01-25,house,None,N00000751,9,202-225-5782,H6NJ08118,Bill,M,400309,True,Pascrell,None,J.,Jr.,None,Rep.Pascrell@opencongress.org,ocd-division/country:us/state:nj/cd:9,2370 Rayburn House Office Building,D,202-225-5751,NJ,New Jersey,2019-01-03,2017-01-03,01510,Rep,478,http://pascrell.house.gov
P000034,1951-10-30,house,None,N00000781,6,202-225-9665,H8NJ03073;S6NJ00263,Frank,M,400308,True,Pallone,None,J.,Jr.,None,Rep.Pallone@opencongress.org,ocd-division/country:us/state:nj/cd:6,237 Cannon House Office Building,D,202-225-4671,NJ,New Jersey,2019-01-03,2017-01-03,00887,Rep,26951,https://pallone.house.gov
P000601,1970-02-21,house,None,N00031958,4,202-225-7074,H0MS04120,Steven,M,412443,True,Palazzo,None,M.,None,None,Rep.Palazzo@opencongress.org,ocd-division/country:us/state:ms/cd:4,2349 Rayburn House Office Building,R,202-225-5772,MS,Mississippi,2019-01-03,2017-01-03,02035,Rep,69521,http://palazzo.house.gov
O000168,1962-12-09,house,None,N00029285,22,202-225-5241,H8TX22107,Pete,M,412302,True,Olson,None,None,None,None,Rep.Olson@opencongress.org,ocd-division/country:us/state:tx/cd:22,2133 Rayburn House Office Building,R,202-225-5951,TX,Texas,2019-01-03,2017-01-03,01955,Rep,102008,https://olson.house.gov
N000181,1973-10-01,house,None,N00007248,22,202-225-3404,H8CA20059,Devin,M,400297,True,Nunes,None,G.,None,None,Rep.Nunes@opencongress.org,ocd-division/country:us/state:ca/cd:22,1013 Longworth House Office Building,R,202-225-2523,CA,California,2019-01-03,2017-01-03,01710,Rep,16725,http://nunes.house.gov
N000147,1937-06-13,house,None,N00001692,0,202-225-3002,H0DC00058,Eleanor,F,400295,True,Norton,None,Holmes,None,None,Rep.Norton@opencongress.org,ocd-division/country:us/district:dc,2136 Rayburn House Office Building,D,202-225-8050,DC,District of Columbia,2019-01-03,2017-01-03,00868,Del,775,https://norton.house.gov
N000184,1971-11-30,house,None,N00032022,0,202-225-5823,H0SD00054,Kristi,F,412475,True,Noem,None,L.,None,None,Rep.Noem@opencongress.org,ocd-division/country:us/state:sd,2457 Rayburn House Office Building,R,202-225-2801,SD,South Dakota,2019-01-03,2017-01-03,02060,Rep,58189,https://noem.house.gov
N000015,1949-02-14,house,None,N00000153,1,202-225-8112,H8MA02041,Richard,M,400291,True,Neal,None,E.,None,None,Rep.Neal@opencongress.org,ocd-division/country:us/state:ma/cd:1,341 Cannon House Office Building,D,202-225-5601,MA,Massachusetts,2019-01-03,2017-01-03,00854,Rep,26895,https://neal.house.gov
N000179,1936-12-04,house,None,N00006789,32,202-225-0027,H8CA34068,Grace,F,400290,True,Napolitano,None,F.,None,None,Rep.Napolitano@opencongress.org,ocd-division/country:us/state:ca/cd:32,1610 Longworth House Office Building,D,202-225-5256,CA,California,2019-01-03,2017-01-03,01602,Rep,8393,http://napolitano.house.gov
N000002,1947-06-13,house,None,N00000939,10,202-225-6923,H2NY17071,Jerrold,M,400289,True,Nadler,None,L.,None,None,Rep.Nadler@opencongress.org,ocd-division/country:us/state:ny/cd:10,2109 Rayburn House Office Building,D,202-225-5635,NY,New York,2019-01-03,2017-01-03,00850,Rep,26980,http://nadler.house.gov
M001111,1950-10-11,senate,http://www.murray.senate.gov/public/index.cfm/contactme,N00007876,None,202-224-0238,S2WA00189,Patty,F,300076,True,Murray,None,None,None,None,Sen.Murray@opencongress.org,ocd-division/country:us/state:wa,154 Russell Senate Office Building,D,202-224-2621,WA,Washington,2023-01-03,2017-01-03,01409,Sen,53358,https://www.murray.senate.gov/public
M001151,1952-09-11,house,None,N00024992,18,202-225-1844,H2PA18143,Tim,M,400285,True,Murphy,None,None,None,None,Rep.Murphy@opencongress.org,ocd-division/country:us/state:pa/cd:18,2332 Rayburn House Office Building,R,202-225-2301,PA,Pennsylvania,2019-01-03,2017-01-03,01744,Rep,9794,https://murphy.house.gov
M001169,1973-08-03,senate,http://www.murphy.senate.gov/contact,N00027566,None,202-225-5933,H6CT05124;S2CT00132,Christopher,M,412194,True,Murphy,None,S.,None,None,Sen.Murphy@opencongress.org,ocd-division/country:us/state:ct,136 Hart Senate Office Building,D,202-224-4041,CT,Connecticut,2019-01-03,2013-01-03,01837,Sen,17189,https://www.murphy.senate.gov
M001153,1957-05-22,senate,https://www.murkowski.senate.gov/public/index.cfm/contact,N00026050,None,202-224-5301,S4AK00099,Lisa,F,300075,True,Murkowski,None,A.,None,None,Sen.Murkowski@opencongress.org,ocd-division/country:us/state:ak,522 Hart Senate Office Building,R,202-224-6665,AK,Alaska,2023-01-03,2017-01-03,01694,Sen,15841,https://www.murkowski.senate.gov
M000934,1954-05-29,senate,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,N00005282,None,202-228-6966,H6KS01096;S0KS00091,Jerry,M,400284,True,Moran,None,None,None,None,Sen.Moran@opencongress.org,ocd-division/country:us/state:ks,521 Dirksen Senate Office Building,R,202-224-6521,KS,Kansas,2023-01-03,2017-01-03,01507,Sen,542,https://www.moran.senate.gov
M001160,1951-04-18,house,None,N00026914,4,202-225-8135,H4WI04183,Gwen,F,400661,True,Moore,None,None,None,None,Rep.Gwenmoore@opencongress.org,ocd-division/country:us/state:wi/cd:4,2252 Rayburn House Office Building,D,202-225-4572,WI,Wisconsin,2019-01-03,2017-01-03,01811,Rep,3457,https://gwenmoore.house.gov
M001137,1953-09-25,house,None,N00001171,5,202-226-4169,H8NY06048,Gregory,M,400271,True,Meeks,None,W.,None,None,Rep.Meeks@opencongress.org,ocd-division/country:us/state:ny/cd:5,2234 Rayburn House Office Building,D,202-225-3461,NY,New York,2019-01-03,2017-01-03,01506,Rep,4360,http://meeks.house.gov
M001181,1955-10-20,house,None,N00031134,7,202-226-0280,H0PA07082,Patrick,M,412466,True,Meehan,None,None,None,None,Rep.Meehan@opencongress.org,ocd-division/country:us/state:pa/cd:7,2305 Rayburn House Office Building,R,202-225-2011,PA,Pennsylvania,2019-01-03,2017-01-03,02052,Rep,119474,https://meehan.house.gov
M001166,1951-06-18,house,None,N00026926,9,202-225-4060,H4CA11081,Jerry,M,412189,True,McNerney,None,None,None,None,Rep.Mcnerney@opencongress.org,ocd-division/country:us/state:ca/cd:9,2265 Rayburn House Office Building,D,202-225-1947,CA,California,2019-01-03,2017-01-03,01832,Rep,29474,http://mcnerney.house.gov
M001159,1969-05-22,house,None,N00026314,5,202-225-3392,H4WA05077,Cathy,F,400659,True,McMorris Rodgers,None,None,None,None,Rep.Mcmorris@opencongress.org,ocd-division/country:us/state:wa/cd:5,1314 Longworth House Office Building,R,202-225-2006,WA,Washington,2019-01-03,2017-01-03,01809,Rep,3217,http://mcmorris.house.gov
M001180,1947-03-28,house,None,N00031681,1,202-225-7564,H0WV01072,David,M,412487,True,McKinley,None,B.,None,None,Rep.Mckinley@opencongress.org,ocd-division/country:us/state:wv/cd:1,2239 Rayburn House Office Building,R,202-225-4172,WV,West Virginia,2019-01-03,2017-01-03,02074,Rep,117396,https://mckinley.house.gov
M001156,1975-10-22,house,None,N00026627,10,202-225-0316,H4NC10047,Patrick,M,400644,True,McHenry,None,T.,None,None,Rep.Mchenry@opencongress.org,ocd-division/country:us/state:nc/cd:10,2334 Rayburn House Office Building,R,202-225-2576,NC,North Carolina,2019-01-03,2017-01-03,01792,Rep,21031,http://mchenry.house.gov
M000312,1959-11-20,house,None,N00000179,2,202-225-5759,H4MA03022,James,M,400263,True,McGovern,None,P.,None,Jim,Rep.Mcgovern@opencongress.org,ocd-division/country:us/state:ma/cd:2,438 Cannon House Office Building,D,202-225-6101,MA,Massachusetts,2019-01-03,2017-01-03,01504,Rep,552,http://mcgovern.house.gov
M001143,1954-07-12,house,None,N00012942,4,202-225-1968,H0MN04049,Betty,F,400259,True,McCollum,None,Louise,None,None,Rep.Mccollum@opencongress.org,ocd-division/country:us/state:mn/cd:4,2256 Rayburn House Office Building,D,202-225-6631,MN,Minnesota,2019-01-03,2017-01-03,01653,Rep,3812,http://mccollum.house.gov
M001177,1956-07-10,house,None,N00006863,4,202-225-5444,H8CA04152;H6CA21135,Tom,M,412295,True,McClintock,None,None,None,None,Rep.Mcclintock@opencongress.org,ocd-division/country:us/state:ca/cd:4,2312 Rayburn House Office Building,R,202-225-2511,CA,California,2019-01-03,2017-01-03,01908,Rep,9715,http://mcclintock.house.gov
M001157,1962-01-14,house,None,N00026460,10,202-225-5955,H4TX10093,Michael,M,400654,True,McCaul,None,T.,None,None,Rep.Mccaul@opencongress.org,ocd-division/country:us/state:tx/cd:10,2001 Rayburn House Office Building,R,202-225-2401,TX,Texas,2019-01-03,2017-01-03,01804,Rep,49210,http://mccaul.house.gov
M001165,1965-01-26,house,None,N00028152,23,202-225-2908,H6CA22125;H2CA23148,Kevin,M,412190,True,McCarthy,Majority Leader,None,None,None,Rep.Kevinmccarthy@opencongress.org,ocd-division/country:us/state:ca/cd:23,2421 Rayburn House Office Building,R,202-225-2915,CA,California,2019-01-03,2017-01-03,01833,Rep,28918,http://kevinmccarthy.house.gov
M000303,1936-08-29,senate,https://www.mccain.senate.gov/public/index.cfm/contact-form,N00006424,None,202-228-2862,S6AZ00019;P80002801,John,M,300071,True,McCain,None,S.,None,None,Sen.Mccain@opencongress.org,ocd-division/country:us/state:az,218 Russell Senate Office Building,R,202-224-2235,AZ,Arizona,2023-01-03,2017-01-03,00754,Sen,53270,https://www.mccain.senate.gov
M001163,1944-09-25,house,None,N00027459,6,202-225-0566,H6CA05195,Doris,F,400663,True,Matsui,None,O.,None,None,Rep.Matsui@opencongress.org,ocd-division/country:us/state:ca/cd:6,2311 Rayburn House Office Building,D,202-225-7163,CA,California,2019-01-03,2017-01-03,01814,Rep,28593,https://matsui.house.gov
M000133,1946-07-11,senate,https://www.markey.senate.gov/contact,N00000270,None,None,H6MA07101;S4MA00028,Edward,M,400253,True,Markey,None,J.,None,Ed,Sen.Markey@opencongress.org,ocd-division/country:us/state:ma,255 Dirksen Senate Office Building,D,202-224-2742,MA,Massachusetts,2021-01-03,2015-01-06,00735,Sen,26900,https://www.markey.senate.gov
M001179,1952-08-15,house,None,N00031777,10,202-225-9594,H0PA10078,Tom,M,412468,True,Marino,None,None,None,None,Rep.Marino@opencongress.org,ocd-division/country:us/state:pa/cd:10,2242 Rayburn House Office Building,R,202-225-3731,PA,Pennsylvania,2019-01-03,2017-01-03,02053,Rep,119478,https://marino.house.gov
M001158,1951-02-23,house,None,N00026710,24,202-225-0074,H4TX24094,Kenny,M,400656,True,Marchant,None,Ewell,None,None,Rep.Marchant@opencongress.org,ocd-division/country:us/state:tx/cd:24,2369 Rayburn House Office Building,R,202-225-6605,TX,Texas,2019-01-03,2017-01-03,01806,Rep,5549,https://marchant.house.gov
M000087,1946-02-19,house,None,N00000078,12,202-225-4709,H2NY14037,Carolyn,F,400251,True,Maloney,None,B.,None,None,Rep.Maloney@opencongress.org,ocd-division/country:us/state:ny/cd:12,2308 Rayburn House Office Building,D,202-225-7944,NY,New York,2019-01-03,2017-01-03,00729,Rep,26978,http://maloney.house.gov
L000562,1955-03-31,house,None,N00013855,8,202-225-3984,H2MA09072;S0MA00083,Stephen,M,400249,True,Lynch,None,F.,None,None,Rep.Lynch@opencongress.org,ocd-division/country:us/state:ma/cd:8,2268 Rayburn House Office Building,D,202-225-8273,MA,Massachusetts,2019-01-03,2017-01-03,01686,Rep,4844,http://lynch.house.gov
L000570,1972-06-07,house,None,N00029562,3,202-226-1528,H8NM03196,Ben,M,412293,True,Luján,None,Ray,None,None,Rep.Lujan@opencongress.org,ocd-division/country:us/state:nm/cd:3,2231 Rayburn House Office Building,D,202-225-6190,NM,New Mexico,2019-01-03,2017-01-03,01939,Rep,102842,https://lujan.house.gov
L000569,1952-05-07,house,None,N00030026,3,202-225-5712,H8MO09153,Blaine,M,412292,True,Luetkemeyer,None,None,None,None,Rep.Luetkemeyer@opencongress.org,ocd-division/country:us/state:mo/cd:3,2230 Rayburn House Office Building,R,202-225-2956,MO,Missouri,2019-01-03,2017-01-03,01931,Rep,20400,http://luetkemeyer.house.gov
L000491,1960-01-06,house,None,N00005559,3,202-225-8698,H4OK06056,Frank,M,400247,True,Lucas,None,D.,None,None,Rep.Lucas@opencongress.org,ocd-division/country:us/state:ok/cd:3,2405 Rayburn House Office Building,R,202-225-5565,OK,Oklahoma,2019-01-03,2017-01-03,00711,Rep,27032,http://lucas.house.gov
